dictionary_form_id,normalized_form,representative_surface_form,candidate_ids,candidate_count,dictionary_status,dictionary_primary_source,dictionary_secondary_source,dictionary_historical_source,dictionary_definition_paraphrase,dictionary_historical_sense,dictionary_first_attestation_if_available,dictionary_anchor_sense_match,dictionary_polysemy_note,dictionary_source_url_or_id,dictionary_access_date,dictionaryapi_http_status,dictionaryapi_raw_response_path,dictionaryapi_raw_sha256,webster1913_component_headword,webster1913_http_status,webster1913_raw_response_path,webster1913_raw_sha256,dictionary_provenance_note
FT-DICT-53018262148A66,water shortages,water shortages,FT-SEED-R1B-P-0607-18,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: shortages.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/water%20shortages; https://websters1913.timcieplowski.com/word/shortages/",2026-08-26,0,,,shortages,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-9215236CF4E211,water vapour,water vapour,FT-SEED-R1B-P-1938-07,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: vapour.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Climate as a historical, geographical, seasonal, or climatological condition; the candidate is interpreted in its documented anchor and voice context.","A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/water%20vapour; https://websters1913.timcieplowski.com/word/vapour/,2026-08-26,0,,,vapour,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-2BA83918B091D4,we are nature defending itself,We are nature defending itself,FT-SEED-R1B-P-2015-30,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: defending.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Concern expressed or endorsed by an identifiable person about a climate or heat object; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=11; https://api.dictionaryapi.dev/api/v2/entries/en/We%20are%20nature%20defending%20itself; https://websters1913.timcieplowski.com/word/defending/",2026-08-26,0,,,defending,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-E5E72BEB4E3C69,weather,weather,FT-SEED-R1B-P-1842-14,1,DIRECT_HEADWORD,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: weather.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Climate as a historical, geographical, seasonal, or climatological condition; the candidate is interpreted in its documented anchor and voice context.","A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/weather/; https://api.dictionaryapi.dev/api/v2/entries/en/weather,2026-08-26,0,data/fear-temperature/priority180/dictionary/raw/dictionaryapi/4a453361aa3a2a13bd32a7e766713eebcaea10e23c7119e50d7216f2eeb30921.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,weather,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-783FEFD6B210E5,weather is just bearable,weather is just bearable,FT-SEED-R1B-P-1938-26,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: bearable.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Concern expressed or endorsed by an identifiable person about a climate or heat object; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=8; https://api.dictionaryapi.dev/api/v2/entries/en/weather%20is%20just%20bearable; https://websters1913.timcieplowski.com/word/bearable/",2026-08-26,0,,,bearable,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-767E300E0145C6,well below 2°c above pre-industrial levels,well below 2°C above pre-industrial levels,FT-SEED-R1B-P-2015-04,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: levels.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A governed two-degree temperature limit or threshold; the candidate is interpreted in its documented anchor and voice context.,A treaty governance threshold relating global average temperature increase to a pre-industrial reference level.,NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,"The numeric threshold is a policy-governance object, not experienced local temperature.",https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/well%20below%202%C2%B0C%20above%20pre-industrial%20levels; https://websters1913.timcieplowski.com/word/levels/,2026-08-26,0,,,levels,404,data/fear-temperature/priority180/dictionary/raw/webster1913/cd46729724767c071e8267605813a93958c86edaa92d1bf1131f0b925e9f46ed.json,b620507312c5e97566a3c6cfaf99144fefc18a0da7d941401dfa0f5f58fb0368,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-6ED65D7528DC1F,wet bulb thermometer,wet bulb thermometer,FT-SEED-R1B-P-1842-11,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: thermometer.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A local or instrument-specific temperature reading; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=6; https://api.dictionaryapi.dev/api/v2/entries/en/wet%20bulb%20thermometer; https://websters1913.timcieplowski.com/word/thermometer/",2026-08-26,0,,,thermometer,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-0F1F2D5093C1B3,widespread melting of snow and ice,widespread melting of snow and ice,FT-SEED-R1B-P-0607-07,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: ice.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/widespread%20melting%20of%20snow%20and%20ice; https://websters1913.timcieplowski.com/word/ice/,2026-08-26,0,,,ice,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-D7D389DAC7C89C,world temperatures,world temperatures,FT-SEED-R1B-P-1938-13,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: temperatures.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A global-scale aggregate temperature metric; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=8; https://api.dictionaryapi.dev/api/v2/entries/en/world%20temperatures; https://websters1913.timcieplowski.com/word/temperatures/",2026-08-26,0,,,temperatures,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-36474AEDB2EDAE,worry a great deal,worry a great deal,FT-SEED-R1B-P-0607-23,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: deal.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Worry wording supplied by a survey or other instrument; the candidate is interpreted in its documented anchor and voice context.,"Survey or instrument wording used to elicit and classify participant endorsement; the response may be participant evidence, but the lexical wording is supplied.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,"Elicited endorsement, question wording, and spontaneous participant vocabulary are distinct provenance states.","Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/worry%20a%20great%20deal; https://websters1913.timcieplowski.com/word/deal/",2026-08-26,0,,,deal,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-FDB963F012C174,worst impacts,worst impacts,FT-SEED-R1B-P-0607-20,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: impacts.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/worst%20impacts; https://websters1913.timcieplowski.com/word/impacts/",2026-08-26,0,,,impacts,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
